ts,Precipitacion
2021-03-18T10:34:12.000Z,0.0
2021-03-18T10:54:52.000Z,0.0
2021-03-18T11:06:47.000Z,0.0
2021-03-18T11:16:18.000Z,0.0
2021-03-18T11:17:15.000Z,0.0
2021-03-18T11:38:20.000Z,0.0
2021-03-18T11:49:59.000Z,0.0
2021-03-18T12:01:11.000Z,0.0
2021-03-18T12:12:11.000Z,0.0
2021-03-18T12:21:31.000Z,0.0
2021-03-18T12:43:46.000Z,0.0
2021-03-18T12:54:47.000Z,0.0
2021-03-18T13:06:02.000Z,0.0
2021-03-18T13:16:21.000Z,0.0
2021-03-18T13:28:23.000Z,0.0
2021-03-18T13:39:09.000Z,0.0
2021-03-18T13:50:32.000Z,0.0
2021-03-18T13:59:53.000Z,0.0
2021-03-18T14:11:04.000Z,0.0
2021-03-18T14:22:59.000Z,0.0
2021-03-18T14:33:30.000Z,0.0
2021-03-18T14:33:48.000Z,0.0
2021-03-18T14:55:27.000Z,0.0
2021-03-18T15:05:55.000Z,0.0
2021-03-18T15:17:04.000Z,0.0
2021-03-18T15:17:33.000Z,0.0
2021-03-18T15:38:21.000Z,0.0
2021-03-18T15:49:45.000Z,0.0
2021-03-18T16:01:21.000Z,0.0
2021-03-18T16:11:38.000Z,0.0
2021-03-18T16:22:52.000Z,0.0
2021-03-18T16:33:40.000Z,0.0
2021-03-18T16:44:41.000Z,0.0
2021-03-18T16:55:13.000Z,0.0
2021-03-18T17:06:00.000Z,0.0
2021-03-18T17:17:03.000Z,0.0
2021-03-18T17:28:06.000Z,0.0
2021-03-18T17:39:40.000Z,0.0
2021-03-18T17:50:25.000Z,0.0
2021-03-18T18:00:15.000Z,0.0
2021-03-18T18:01:21.000Z,0.0
2021-03-18T18:22:30.000Z,0.0
2021-03-18T18:32:56.000Z,0.0
2021-03-18T18:43:50.000Z,0.0
2021-03-18T18:55:16.000Z,0.0
2021-03-18T19:06:44.000Z,0.0
2021-03-18T19:16:35.000Z,0.0
2021-03-18T19:28:23.000Z,0.0
2021-03-18T19:39:54.000Z,0.0
2021-03-18T19:50:14.000Z,0.0
2021-03-18T20:01:07.000Z,0.0
2021-03-18T20:12:42.000Z,0.0
2021-03-18T20:34:30.000Z,0.0
2021-03-18T20:44:28.000Z,0.0
2021-03-18T21:05:43.000Z,0.0
2021-03-18T21:17:07.000Z,0.0
2021-03-18T21:28:29.000Z,0.0
2021-03-18T21:38:25.000Z,0.0
2021-03-18T21:50:35.000Z,0.0
2021-03-18T22:00:38.000Z,0.0
2021-03-18T22:01:35.000Z,0.0
2021-03-18T22:22:00.000Z,0.0
2021-03-18T22:44:37.000Z,0.0
2021-03-18T23:06:28.000Z,0.0
2021-03-18T23:16:35.000Z,0.0
2021-03-18T23:28:02.000Z,0.0
2021-03-18T23:39:40.000Z,0.0
2021-03-18T23:50:20.000Z,0.0
2021-03-19T00:00:13.000Z,0.0
2021-03-19T00:12:07.000Z,0.0
2021-03-19T00:22:55.000Z,0.0
2021-03-19T00:34:23.000Z,0.0
2021-03-19T00:55:50.000Z,0.0
2021-03-19T01:07:23.000Z,0.0
2021-03-19T01:17:16.000Z,0.0
2021-03-19T01:28:41.000Z,0.0
2021-03-19T01:39:33.000Z,0.0
2021-03-19T01:49:34.000Z,0.0
2021-03-19T02:00:26.000Z,0.0
2021-03-19T02:12:14.000Z,0.0
2021-03-19T02:34:05.000Z,0.0
2021-03-19T02:55:14.000Z,0.0
2021-03-19T03:06:59.000Z,0.0
2021-03-19T03:18:11.000Z,0.0
2021-03-19T03:28:18.000Z,0.0
2021-03-19T03:39:39.000Z,0.0
2021-03-19T03:50:14.000Z,0.0
2021-03-19T04:01:32.000Z,0.0
2021-03-19T04:12:20.000Z,0.0
2021-03-19T04:22:54.000Z,0.0
2021-03-19T04:33:52.000Z,0.0
2021-03-19T04:56:01.000Z,0.0
2021-03-19T05:06:06.000Z,0.0
2021-03-19T05:18:06.000Z,0.0
2021-03-19T05:28:56.000Z,0.0
2021-03-19T05:39:02.000Z,0.0
2021-03-19T05:50:43.000Z,0.0
2021-03-19T06:01:13.000Z,0.0
2021-03-19T06:12:36.000Z,0.0
2021-03-19T06:23:44.000Z,0.0
2021-03-19T06:33:29.000Z,0.0
2021-03-19T06:56:32.000Z,0.0
2021-03-19T07:06:49.000Z,0.0
2021-03-19T07:17:41.000Z,0.0
2021-03-19T07:27:45.000Z,0.0
2021-03-19T07:39:54.000Z,0.0
2021-03-19T07:50:26.000Z,0.0
2021-03-19T08:01:13.000Z,0.0
2021-03-19T08:11:54.000Z,0.0
2021-03-19T08:23:22.000Z,0.0
2021-03-19T08:33:55.000Z,0.0
2021-03-19T08:55:34.000Z,0.0
2021-03-19T09:07:22.000Z,0.0
2021-03-19T09:17:00.000Z,0.0
2021-03-19T09:28:29.000Z,0.0
2021-03-19T09:38:36.000Z,0.0
2021-03-19T09:50:44.000Z,0.0
2021-03-19T10:01:48.000Z,0.0
2021-03-19T10:11:52.000Z,0.0
2021-03-19T10:22:18.000Z,0.0
2021-03-19T10:33:35.000Z,0.0
2021-03-19T10:44:18.000Z,0.0
2021-03-19T10:55:31.000Z,0.0
2021-03-19T11:17:10.000Z,0.0
2021-03-19T11:28:41.000Z,0.0
2021-03-19T11:40:08.000Z,0.0
2021-03-19T11:49:45.000Z,0.0
2021-03-19T12:00:41.000Z,0.0
2021-03-19T12:01:43.000Z,0.0
2021-03-19T12:22:42.000Z,0.0
2021-03-19T12:33:41.000Z,0.0
2021-03-19T12:45:13.000Z,0.0
2021-03-19T12:55:20.000Z,0.0
2021-03-19T13:06:31.000Z,0.0
2021-03-19T13:17:27.000Z,0.0
2021-03-19T13:17:36.000Z,0.0
2021-03-19T13:38:48.000Z,0.0
2021-03-19T13:49:45.000Z,0.0
2021-03-19T14:01:57.000Z,0.0
2021-03-19T14:12:33.000Z,0.0
2021-03-19T14:23:11.000Z,0.0
2021-03-19T14:34:31.000Z,0.0
2021-03-19T14:45:04.000Z,0.0
2021-03-19T14:56:45.000Z,0.0
2021-03-19T15:06:35.000Z,0.0
2021-03-19T15:18:01.000Z,0.0
2021-03-19T15:18:41.000Z,0.0
2021-03-19T15:39:32.000Z,0.0
2021-03-19T15:50:52.000Z,0.0
2021-03-19T16:12:21.000Z,0.0
2021-03-19T16:23:04.000Z,0.0
2021-03-19T16:34:49.000Z,0.0
2021-03-19T16:45:14.000Z,0.0
2021-03-19T16:56:55.000Z,0.0
2021-03-19T17:18:37.000Z,0.0
2021-03-19T17:29:05.000Z,0.0
2021-03-19T17:40:47.000Z,0.0
2021-03-19T17:50:23.000Z,0.0
2021-03-19T18:01:31.000Z,0.0
2021-03-19T18:12:42.000Z,0.0
2021-03-19T18:35:11.000Z,0.0
2021-03-19T18:45:22.000Z,0.0
2021-03-19T18:56:27.000Z,0.0
2021-03-19T19:18:08.000Z,0.0
2021-03-19T19:29:14.000Z,0.0
2021-03-19T19:39:13.000Z,0.0
2021-03-19T19:51:04.000Z,0.0
2021-03-19T20:01:54.000Z,0.0
2021-03-19T20:13:36.000Z,0.0
2021-03-19T20:23:30.000Z,0.0
2021-03-19T20:34:07.000Z,0.0
2021-03-19T20:57:02.000Z,0.0
2021-03-19T21:07:02.000Z,0.0
2021-03-19T21:17:45.000Z,0.0
2021-03-19T21:29:22.000Z,0.0
2021-03-19T21:41:08.000Z,0.0
2021-03-19T21:50:59.000Z,0.0
2021-03-19T22:01:44.000Z,0.0
2021-03-19T22:02:35.000Z,0.0
2021-03-19T22:24:43.000Z,0.0
2021-03-19T22:34:12.000Z,0.0
2021-03-19T22:57:01.000Z,0.0
2021-03-19T23:08:06.000Z,0.0
2021-03-19T23:18:23.000Z,0.0
2021-03-19T23:29:35.000Z,0.0
2021-03-19T23:39:59.000Z,0.0
2021-03-20T00:01:21.000Z,0.0
2021-03-20T00:01:27.000Z,0.0
2021-03-20T00:23:12.000Z,0.0
2021-03-20T00:34:30.000Z,0.0
2021-03-20T00:45:36.000Z,0.0
2021-03-20T00:56:45.000Z,0.0
2021-03-20T01:07:17.000Z,0.0
2021-03-20T01:18:29.000Z,0.0
2021-03-20T01:19:10.000Z,0.0
2021-03-20T01:40:30.000Z,0.0
2021-03-20T01:51:22.000Z,0.0
2021-03-20T02:02:26.000Z,0.0
2021-03-20T02:12:52.000Z,0.0
2021-03-20T02:23:24.000Z,0.0
2021-03-20T02:45:20.000Z,0.0
2021-03-20T02:45:45.000Z,0.0
2021-03-20T03:08:11.000Z,0.0
2021-03-20T03:18:23.000Z,0.0
2021-03-20T03:29:32.000Z,0.0
2021-03-20T03:40:53.000Z,0.0
2021-03-20T03:50:59.000Z,0.0
2021-03-20T04:01:43.000Z,0.0
2021-03-20T04:13:12.000Z,0.0
2021-03-20T04:23:56.000Z,0.0
2021-03-20T04:35:45.000Z,0.0
2021-03-20T04:46:13.000Z,0.0
2021-03-20T04:56:39.000Z,0.0
2021-03-20T05:07:58.000Z,0.0
2021-03-20T05:18:43.000Z,0.0
2021-03-20T05:19:11.000Z,0.0
2021-03-20T05:40:21.000Z,0.0
2021-03-20T05:51:28.000Z,0.0
2021-03-20T06:02:19.000Z,0.0
2021-03-20T06:13:41.000Z,0.0
2021-03-20T06:24:05.000Z,0.0
2021-03-20T06:34:33.000Z,0.0
2021-03-20T06:45:07.000Z,0.0
2021-03-20T06:46:26.000Z,0.0
2021-03-20T07:07:21.000Z,0.0
2021-03-20T07:18:33.000Z,0.0
2021-03-20T07:29:30.000Z,0.0
2021-03-20T07:40:51.000Z,0.0
2021-03-20T07:51:25.000Z,0.0
2021-03-20T08:02:17.000Z,0.0
2021-03-20T08:12:19.000Z,0.0
2021-03-20T08:24:34.000Z,0.0
2021-03-20T08:34:56.000Z,0.0
2021-03-20T08:45:32.000Z,0.0
2021-03-20T08:55:55.000Z,0.0
2021-03-20T09:07:31.000Z,0.0
2021-03-20T09:18:10.000Z,0.0
2021-03-20T09:29:32.000Z,0.0
2021-03-20T09:39:44.000Z,0.0
2021-03-20T09:51:21.000Z,0.0
2021-03-20T10:01:59.000Z,0.0
2021-03-20T10:13:41.000Z,0.0
2021-03-20T10:24:04.000Z,0.0
2021-03-20T10:34:29.000Z,0.0
2021-03-20T10:45:53.000Z,0.0
2021-03-20T10:56:13.000Z,0.0
2021-03-20T11:07:48.000Z,0.0
2021-03-20T11:18:24.000Z,0.0
2021-03-20T11:28:58.000Z,0.0
2021-03-20T11:39:36.000Z,0.0
2021-03-20T11:51:10.000Z,0.0
2021-03-20T12:13:47.000Z,0.0
2021-03-20T12:23:32.000Z,0.0
2021-03-20T12:35:19.000Z,0.0
2021-03-20T12:56:26.000Z,0.0
2021-03-20T13:08:31.000Z,0.0
2021-03-20T13:18:39.000Z,0.0
2021-03-20T13:29:47.000Z,0.0
2021-03-20T13:39:45.000Z,0.0
2021-03-20T13:51:00.000Z,0.0
2021-03-20T14:02:25.000Z,0.0
2021-03-20T14:13:08.000Z,0.0
2021-03-20T14:23:43.000Z,0.0
2021-03-20T14:35:36.000Z,0.0
2021-03-20T14:46:18.000Z,0.0
2021-03-20T14:57:14.000Z,0.0
2021-03-20T15:07:11.000Z,0.0
2021-03-20T15:18:00.000Z,0.0
2021-03-20T15:30:08.000Z,0.0
2021-03-20T15:40:54.000Z,0.0
2021-03-20T15:51:43.000Z,0.0
2021-03-20T16:12:32.000Z,0.0
2021-03-20T16:24:22.000Z,0.0
2021-03-20T16:35:06.000Z,0.0
2021-03-20T16:46:54.000Z,0.0
2021-03-20T16:56:47.000Z,0.0
2021-03-20T17:08:45.000Z,0.0
2021-03-20T17:18:55.000Z,0.0
2021-03-20T17:30:11.000Z,0.0
2021-03-20T17:41:09.000Z,0.0
2021-03-20T17:51:34.000Z,0.0
2021-03-20T18:02:48.000Z,0.0
2021-03-20T18:13:23.000Z,0.0
2021-03-20T18:24:09.000Z,0.0
2021-03-20T18:35:45.000Z,0.0
2021-03-20T18:46:50.000Z,0.0
2021-03-20T18:57:07.000Z,0.0
2021-03-20T19:07:29.000Z,0.0
2021-03-20T19:19:27.000Z,0.0
2021-03-20T19:30:38.000Z,0.0
2021-03-20T19:41:19.000Z,0.0
2021-03-20T19:52:37.000Z,0.0
2021-03-20T20:02:25.000Z,0.0
2021-03-20T20:03:18.000Z,0.0
2021-03-20T20:24:07.000Z,0.0
2021-03-20T20:35:22.000Z,0.0
2021-03-20T20:46:25.000Z,0.0
2021-03-20T20:57:00.000Z,0.0
2021-03-20T21:08:17.000Z,0.0
2021-03-20T21:19:43.000Z,0.0
2021-03-20T21:30:15.000Z,0.0
2021-03-20T21:40:47.000Z,0.0
2021-03-20T21:51:55.000Z,0.0
2021-03-20T22:03:47.000Z,0.0
2021-03-20T22:14:46.000Z,0.0
2021-03-20T22:25:07.000Z,0.0
2021-03-20T22:35:16.000Z,0.0
2021-03-20T22:46:54.000Z,0.0
2021-03-20T22:58:22.000Z,0.0
2021-03-20T23:07:54.000Z,0.0
2021-03-20T23:19:01.000Z,0.0
2021-03-20T23:29:53.000Z,0.0
2021-03-20T23:41:11.000Z,0.0
2021-03-20T23:52:00.000Z,0.0
